ProductID,ProductName,Category,Stock,UnitPrice,RetailPrice
Nantou Nangang_8470_019,beer1,beer1,49,694.79,865.37
Nantou Nangang_6070_020,beer1,beer1,300,406.11,569.92
Nantou Nangang_4956_021,beer1,beer1,150,216.49,318.81
Nantou Nangang_2592_022,beer1,beer1,200,631.52,883.63
Nantou Nangang_5135_023,beer1,beer1,287,470.1,650.12
Nantou Nangang_4579_017,beer1,beer1,300,61.88,86.8
Nantou Nangang_2192_018,beer1,beer1,300,984.99,1211.69
Nantou Nangang_8470_019,beer1,beer1,50,694.79,865.37
Nantou Nangang_6070_020,beer1,beer1,300,406.11,569.92
Nantou Nangang_4956_021,beer1,beer1,150,216.49,318.81
Nantou Nangang_2592_022,beer1,beer1,200,631.52,883.63
Nantou Nangang_5135_023,beer1,beer1,290,470.1,650.12
Nantou Nangang_3897_024,beer2,beer2,77,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,197,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,289,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,0,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,0,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,0,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,0,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,0,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,0,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,0,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,0,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,0,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,0,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,0,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,0,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,0,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,0,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,0,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,37,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,81,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,93,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,46,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,107,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,160,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,58,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,138,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,244,378.68,540.77
Nantou Nangang_3897_024,beer2,beer2,96,463.26,579.52
Nantou Nangang_5909_025,beer2,beer2,197,152.97,201.63
Nantou Nangang_1285_026,beer2,beer2,300,378.68,540.77
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,200,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,100,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,300,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,49,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,193,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,188,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,96,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,300,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,49,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,191,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,188,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,99,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,293,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,50,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,200,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,190,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,97,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,293,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,50,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,200,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,195,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,100,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,300,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,48,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,195,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,193,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,99,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,297,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,49,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,191,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,195,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,100,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,297,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,49,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,190,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,195,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,100,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,300,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,50,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,195,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,195,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,99,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,293,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,50,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,195,213.14,289.28
Nantou Nangang_1750_034,beer3,beer3,50,760.66,1099.78
Nantou Nangang_1538_035,beer3,beer3,195,774.86,1160.83
Nantou Nangang_0693_036,beer3,beer3,100,970.81,1407.95
Nantou Nangang_8073_037,beer3,beer3,293,550.42,767.84
Nantou Nangang_3422_038,beer3,beer3,50,824.33,1023.93
Nantou Nangang_2985_039,beer3,beer3,200,213.14,289.28
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,198,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,49,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,198,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,297,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,198,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,200,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,198,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,200,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,198,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,200,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,100,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,198,144.21,194.93
Nantou Nangang_7134_040,beer4,beer4,50,458.4,556.07
Nantou Nangang_1353_041,beer4,beer4,300,898.05,1308.94
Nantou Nangang_7371_042,beer4,beer4,100,111.72,152.82
Nantou Nangang_9440_043,beer4,beer4,50,393.63,506.84
Nantou Nangang_7045_044,beer4,beer4,99,335.76,454.34
Nantou Nangang_2616_045,beer4,beer4,198,144.21,194.93
Nantou Nangang_6561_046,beer5,beer5,300,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,48,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,50,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,150,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,99,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,300,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,49,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,49,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,148,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,99,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,297,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,50,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,50,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,150,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,99,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,300,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,50,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,50,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,148,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,100,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,300,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,50,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,49,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,148,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,99,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,297,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,50,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,49,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,148,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,100,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,297,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,50,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,50,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,147,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,99,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,297,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,49,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,49,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,147,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,99,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,300,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,50,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,49,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,150,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,99,769.06,977.09
Nantou Nangang_6561_046,beer5,beer5,295,208.76,311.02
Nantou Nangang_3327_047,beer5,beer5,50,563.11,742.51
Nantou Nangang_1328_048,beer5,beer5,50,89.4,130.7
Nantou Nangang_2861_049,beer5,beer5,150,451.46,619.38
Nantou Nangang_3925_050,beer5,beer5,100,769.06,977.09
Nantou Nangang_0064_065,beer6,beer6,95,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,197,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,95,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,95,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,97,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,97,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,96,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,96,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,100,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,97,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,197,567.28,737.8
Nantou Nangang_0064_065,beer6,beer6,96,492.17,613.21
Nantou Nangang_2686_066,beer6,beer6,200,98.65,134.17
Nantou Nangang_6930_067,beer6,beer6,200,567.28,737.8
Nantou Nangang_7835_001,big_cola,big_cola,150,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,100,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,150,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,143,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,99,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,148,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,145,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,99,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,148,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,145,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,99,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,150,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,145,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,99,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,150,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,145,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,97,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,150,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,148,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,97,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,150,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,150,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,97,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,148,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,148,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,97,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,148,911.16,1144.91
Nantou Nangang_7835_001,big_cola,big_cola,148,283.81,404.43
Nantou Nangang_2578_002,big_cola,big_cola,147,841.45,1144.7
Nantou Nangang_8218_003,big_cola,big_cola,97,742.56,1065.87
Nantou Nangang_6805_004,big_cola,big_cola,300,63.25,81.88
Nantou Nangang_8984_005,big_cola,big_cola,148,911.16,1144.91
Nantou Nangang_6779_069,coffee,coffee,97,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,81,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,79,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,98,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,93,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,100,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,99,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,98,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,96,746.55,990.84
Nantou Nangang_6779_069,coffee,coffee,98,746.55,990.84
Nantou Nangang_8045_015,cola,cola,50,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,200,351.43,492.1
Nantou Nangang_8045_015,cola,cola,0,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,0,351.43,492.1
Nantou Nangang_8045_015,cola,cola,0,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,0,351.43,492.1
Nantou Nangang_8045_015,cola,cola,0,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,0,351.43,492.1
Nantou Nangang_8045_015,cola,cola,47,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,200,351.43,492.1
Nantou Nangang_8045_015,cola,cola,50,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,200,351.43,492.1
Nantou Nangang_8045_015,cola,cola,49,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,200,351.43,492.1
Nantou Nangang_8045_015,cola,cola,50,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,200,351.43,492.1
Nantou Nangang_8045_015,cola,cola,48,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,200,351.43,492.1
Nantou Nangang_8045_015,cola,cola,49,921.09,1282.21
Nantou Nangang_5165_016,cola,cola,200,351.43,492.1
Nantou Nangang_8082_030,cola_can1,cola_can1,261,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,194,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,200,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,98,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,295,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,200,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,197,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,98,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,295,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,200,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,197,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,98,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,290,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,197,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,197,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,97,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,295,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,200,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,200,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,97,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,290,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,197,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,197,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,96,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,290,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,197,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,197,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,98,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,295,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,200,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,200,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,97,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,295,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,200,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,200,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,98,417.81,568.66
Nantou Nangang_8082_030,cola_can1,cola_can1,295,369.4,466.65
Nantou Nangang_9356_031,cola_can1,cola_can1,200,900.2,1131.68
Nantou Nangang_0745_032,cola_can1,cola_can1,197,373.64,482.08
Nantou Nangang_2029_033,cola_can1,cola_can1,98,417.81,568.66
Nantou Nangang_0214_051,cola_can2,cola_can2,49,489,697.77
Nantou Nangang_4736_052,cola_can2,cola_can2,97,912.45,1150.87
Nantou Nangang_5248_053,cola_can2,cola_can2,292,818.64,1050.18
Nantou Nangang_8948_054,cola_can2,cola_can2,197,991.17,1475.95
